package,palette,length,type,novelty
awtools,a_palette,8,sequential,TRUE
awtools,ppalette,8,qualitative,TRUE
awtools,bpalette,16,qualitative,TRUE
awtools,gpalette,4,sequential,TRUE
awtools,mpalette,9,qualitative,TRUE
awtools,spalette,6,qualitative,TRUE
basetheme,brutal,10,qualitative,TRUE
basetheme,clean,10,qualitative,TRUE
basetheme,dark,10,qualitative,TRUE
basetheme,deepblue,10,qualitative,TRUE
basetheme,ink,10,qualitative,TRUE
basetheme,minimal,10,qualitative,TRUE
basetheme,royal,10,qualitative,TRUE
basetheme,void,10,qualitative,TRUE
beyonce,X1,6,divergent,TRUE
beyonce,X2,6,sequential,TRUE
beyonce,X3,6,sequential,TRUE
beyonce,X4,6,qualitative,TRUE
beyonce,X5,6,qualitative,TRUE
beyonce,X6,6,divergent,TRUE
beyonce,X7,6,sequential,TRUE
beyonce,X8,6,sequential,TRUE
beyonce,X9,6,qualitative,TRUE
beyonce,X10,6,divergent,TRUE
beyonce,X11,6,qualitative,TRUE
beyonce,X12,6,qualitative,TRUE
beyonce,X13,6,qualitative,TRUE
beyonce,X14,6,qualitative,TRUE
beyonce,X15,6,qualitative,TRUE
beyonce,X16,6,sequential,TRUE
beyonce,X17,6,qualitative,TRUE
beyonce,X18,6,qualitative,TRUE
beyonce,X19,6,qualitative,TRUE
beyonce,X20,6,qualitative,TRUE
beyonce,X21,6,qualitative,TRUE
beyonce,X22,6,qualitative,TRUE
beyonce,X23,6,sequential,TRUE
beyonce,X24,4,sequential,TRUE
beyonce,X25,6,qualitative,TRUE
beyonce,X26,6,sequential,TRUE
beyonce,X27,6,qualitative,TRUE
beyonce,X28,6,sequential,TRUE
beyonce,X29,6,qualitative,TRUE
beyonce,X30,6,qualitative,TRUE
beyonce,X31,6,qualitative,TRUE
beyonce,X32,6,qualitative,TRUE
beyonce,X33,6,qualitative,TRUE
beyonce,X34,6,divergent,TRUE
beyonce,X35,6,qualitative,TRUE
beyonce,X36,6,qualitative,TRUE
beyonce,X37,6,qualitative,TRUE
beyonce,X38,6,qualitative,TRUE
beyonce,X39,6,divergent,TRUE
beyonce,X40,8,qualitative,TRUE
beyonce,X41,5,sequential,TRUE
beyonce,X42,6,qualitative,TRUE
beyonce,X43,6,qualitative,TRUE
beyonce,X44,6,qualitative,TRUE
beyonce,X45,6,qualitative,TRUE
beyonce,X46,6,divergent,TRUE
beyonce,X47,6,divergent,TRUE
beyonce,X48,6,qualitative,TRUE
beyonce,X49,6,qualitative,TRUE
beyonce,X50,6,sequential,TRUE
beyonce,X51,6,divergent,TRUE
beyonce,X52,6,sequential,TRUE
beyonce,X53,6,qualitative,TRUE
beyonce,X54,6,sequential,TRUE
beyonce,X55,7,sequential,TRUE
beyonce,X56,6,qualitative,TRUE
beyonce,X57,9,qualitative,TRUE
beyonce,X58,6,sequential,TRUE
beyonce,X59,9,sequential,TRUE
beyonce,X60,9,qualitative,TRUE
beyonce,X61,15,qualitative,TRUE
beyonce,X62,23,qualitative,TRUE
beyonce,X63,11,qualitative,TRUE
beyonce,X64,11,qualitative,TRUE
beyonce,X65,13,qualitative,TRUE
beyonce,X66,11,qualitative,TRUE
beyonce,X67,11,qualitative,TRUE
beyonce,X68,11,qualitative,TRUE
beyonce,X69,11,qualitative,TRUE
beyonce,X70,11,qualitative,TRUE
beyonce,X71,17,qualitative,TRUE
beyonce,X72,12,qualitative,TRUE
beyonce,X73,14,qualitative,TRUE
beyonce,X74,11,qualitative,TRUE
beyonce,X75,11,qualitative,TRUE
beyonce,X76,20,qualitative,TRUE
beyonce,X77,11,qualitative,TRUE
beyonce,X78,4,qualitative,TRUE
beyonce,X79,11,qualitative,TRUE
beyonce,X80,11,qualitative,TRUE
beyonce,X81,10,qualitative,TRUE
beyonce,X82,11,qualitative,TRUE
beyonce,X83,11,qualitative,TRUE
beyonce,X84,11,qualitative,TRUE
beyonce,X85,11,sequential,TRUE
beyonce,X86,11,sequential,TRUE
beyonce,X87,14,sequential,TRUE
beyonce,X88,12,qualitative,TRUE
beyonce,X89,11,qualitative,TRUE
beyonce,X90,11,qualitative,TRUE
beyonce,X91,6,qualitative,TRUE
beyonce,X92,8,qualitative,TRUE
beyonce,X93,31,qualitative,TRUE
beyonce,X94,14,qualitative,TRUE
beyonce,X95,20,qualitative,TRUE
beyonce,X96,20,qualitative,TRUE
beyonce,X97,19,qualitative,TRUE
beyonce,X98,16,qualitative,TRUE
beyonce,X99,19,qualitative,TRUE
beyonce,X100,14,qualitative,TRUE
beyonce,X101,6,qualitative,TRUE
beyonce,X102,6,qualitative,TRUE
beyonce,X103,5,sequential,TRUE
beyonce,X104,5,qualitative,TRUE
beyonce,X105,6,qualitative,TRUE
beyonce,X106,5,qualitative,TRUE
beyonce,X107,5,qualitative,TRUE
beyonce,X108,7,qualitative,TRUE
beyonce,X109,6,qualitative,TRUE
beyonce,X110,16,qualitative,TRUE
beyonce,X111,15,qualitative,TRUE
beyonce,X112,17,qualitative,TRUE
beyonce,X113,14,qualitative,TRUE
beyonce,X114,18,qualitative,TRUE
beyonce,X115,5,sequential,TRUE
beyonce,X116,21,qualitative,TRUE
beyonce,X117,16,qualitative,TRUE
beyonce,X118,10,qualitative,TRUE
beyonce,X119,7,qualitative,TRUE
beyonce,X120,10,qualitative,TRUE
beyonce,X121,6,qualitative,TRUE
beyonce,X122,6,qualitative,TRUE
beyonce,X123,6,qualitative,TRUE
beyonce,X124,6,divergent,TRUE
beyonce,X125,7,qualitative,TRUE
beyonce,X126,6,qualitative,TRUE
beyonce,X127,6,qualitative,TRUE
beyonce,X128,6,qualitative,TRUE
beyonce,X129,6,qualitative,TRUE
beyonce,X130,5,qualitative,TRUE
ButterflyColors,hamadryas_feronia_2,5,qualitative,TRUE
ButterflyColors,philaethria_dido,5,qualitative,TRUE
ButterflyColors,anteos_menippe,5,qualitative,TRUE
ButterflyColors,fountainea_ryphea,5,qualitative,TRUE
ButterflyColors,lycorea_hallia,5,qualitative,TRUE
ButterflyColors,morpho_helenor,5,qualitative,TRUE
ButterflyColors,archaeoprepona_demophon_thalpius,5,qualitative,TRUE
ButterflyColors,brassolis_sophorae,5,qualitative,TRUE
ButterflyColors,historis_acheronta,5,qualitative,TRUE
ButterflyColors,stalachtis_phlegia_susanna,5,qualitative,TRUE
ButterflyColors,battus_polydamas,5,qualitative,TRUE
ButterflyColors,anteos_clorinde,5,qualitative,TRUE
ButterflyColors,chorinea_licursis,5,qualitative,TRUE
ButterflyColors,danaus_eresimus,5,qualitative,TRUE
ButterflyColors,smyrna_blomfidiana,5,qualitative,TRUE
ButterflyColors,astraptes_fulgerator,5,qualitative,TRUE
ButterflyColors,hamadryas_feronia,5,qualitative,TRUE
ButterflyColors,pseudolycaena_marsyas,5,qualitative,TRUE
ButterflyColors,catagramma_pygas,5,qualitative,TRUE
ButterflyColors,heliconius_sara_apseudes,5,qualitative,TRUE
ButterflyColors,synargis_calyce,5,qualitative,TRUE
ButterflyColors,hamadryas_feronia,5,qualitative,TRUE
ButterflyColors,heliconius_erato_phyllis,5,qualitative,TRUE
ButterflyColors,hylephila_phyleus,5,qualitative,TRUE
ButterflyColors,danaus_erippus,5,qualitative,TRUE
ButterflyColors,danaus_gilippus,5,qualitative,TRUE
ButterflyColors,junonia_evarete,5,qualitative,TRUE
ButterflyColors,hemiargus_hanno,5,qualitative,TRUE
ButterflyColors,dynamine_postverta,5,qualitative,TRUE
ButterflyColors,parides_zacynthus_polymetus,5,qualitative,TRUE
ButterflyColors,marpesia_petreus,5,qualitative,TRUE
calecopal,sierra1,6,qualitative,TRUE
calecopal,sierra2,6,qualitative,TRUE
calecopal,chaparral1,6,qualitative,TRUE
calecopal,chaparral2,6,qualitative,TRUE
calecopal,chaparral3,5,sequential,TRUE
calecopal,conifer,5,qualitative,TRUE
calecopal,desert,5,sequential,TRUE
calecopal,wetland,5,qualitative,TRUE
calecopal,oak,5,qualitative,TRUE
calecopal,kelp1,6,qualitative,TRUE
calecopal,kelp2,5,qualitative,TRUE
calecopal,coastaldune1,5,qualitative,TRUE
calecopal,coastaldune2,5,qualitative,TRUE
calecopal,superbloom1,5,qualitative,TRUE
calecopal,superbloom2,5,qualitative,TRUE
calecopal,superbloom3,6,qualitative,TRUE
calecopal,sbchannel,5,sequential,TRUE
calecopal,lake,5,qualitative,TRUE
calecopal,fire,5,qualitative,TRUE
calecopal,agriculture,5,qualitative,TRUE
calecopal,bigsur,6,qualitative,TRUE
calecopal,figmtn,9,qualitative,TRUE
calecopal,caqu,5,qualitative,TRUE
calecopal,eschscholzia,5,sequential,TRUE
calecopal,arbutus,5,qualitative,TRUE
calecopal,calochortus,5,qualitative,TRUE
calecopal,grassdry,5,qualitative,TRUE
calecopal,grasswet,6,qualitative,TRUE
calecopal,sage,5,qualitative,TRUE
calecopal,tidepool,6,qualitative,TRUE
calecopal,seagrass,6,qualitative,TRUE
calecopal,bigsur2,6,qualitative,TRUE
calecopal,bixby,5,qualitative,TRUE
calecopal,redwood1,5,qualitative,TRUE
calecopal,redwood2,5,qualitative,TRUE
calecopal,halfdome,5,qualitative,TRUE
calecopal,creek,6,qualitative,TRUE
calecopal,vermillion,5,qualitative,TRUE
calecopal,canary,5,qualitative,TRUE
calecopal,casj,5,qualitative,TRUE
calecopal,lupinus,5,divergent,TRUE
calecopal,dudleya,5,qualitative,TRUE
calecopal,gayophytum,5,qualitative,TRUE
calecopal,collinsia,5,qualitative,TRUE
calecopal,buow,5,qualitative,TRUE
colorBlindness,paletteMartin,15,qualitative,FALSE
colorBlindness,Blue2DarkOrange12Steps,12,divergent,FALSE
colorBlindness,Blue2DarkOrange18Steps,18,divergent,FALSE
colorBlindness,Blue2DarkRed12Steps,12,divergent,FALSE
colorBlindness,Blue2DarkRed18Steps,18,divergent,FALSE
colorBlindness,Blue2Gray8Steps,8,divergent,FALSE
colorBlindness,Blue2Green14Steps,14,divergent,FALSE
colorBlindness,Blue2Orange10Steps,10,divergent,FALSE
colorBlindness,Blue2Orange12Steps,12,divergent,FALSE
colorBlindness,Blue2Orange8Steps,8,divergent,FALSE
colorBlindness,Blue2OrangeRed14Steps,14,divergent,FALSE
colorBlindness,Brown2Blue10Steps,10,divergent,FALSE
colorBlindness,Brown2Blue12Steps,12,divergent,FALSE
colorBlindness,Green2Magenta16Steps,16,divergent,FALSE
colorBlindness,LightBlue2DarkBlue10Steps,10,sequential,FALSE
colorBlindness,LightBlue2DarkBlue7Steps,7,sequential,FALSE
colorBlindness,ModifiedSpectralScheme11Steps,11,divergent,FALSE
colorBlindness,PairedColor12Steps,12,qualitative,FALSE
colorBlindness,SteppedSequential5Steps,25,qualitative,FALSE
colorblindr,OkabeIto,8,qualitative,FALSE
colorblindr,OkabeIto_black,8,qualitative,FALSE
colRoz,grandis,6,qualitative,TRUE
colRoz,flavolineata,6,qualitative,TRUE
colRoz,whitei,6,qualitative,TRUE
colRoz,picta,6,qualitative,TRUE
colRoz,virgo,6,qualitative,TRUE
colRoz,ngadju,6,qualitative,TRUE
colRoz,c_decresii,6,qualitative,TRUE
colRoz,c_kingii,5,qualitative,TRUE
colRoz,e_leuraensis,5,qualitative,TRUE
colRoz,i_lesueurii,5,qualitative,TRUE
colRoz,l_boydii,5,qualitative,TRUE
colRoz,m_horridus,5,qualitative,TRUE
colRoz,m_horridus2,5,qualitative,TRUE
colRoz,t_nigrolutea,6,qualitative,TRUE
colRoz,v_acanthurus,5,sequential,TRUE
colRoz,v_pilbarensis,5,qualitative,TRUE
colRoz,n_levis,6,qualitative,TRUE
colRoz,s_spinigerus,6,qualitative,TRUE
colRoz,e_kingii,6,qualitative,TRUE
colRoz,uluru,7,qualitative,TRUE
colRoz,shark_bay,6,qualitative,TRUE
colRoz,sky,6,sequential,TRUE
colRoz,desert_sunset,6,qualitative,TRUE
colRoz,desert_dusk,6,qualitative,TRUE
colRoz,desert_flood,6,qualitative,TRUE
colRoz,salt_lake,6,qualitative,TRUE
colRoz,daintree,5,qualitative,TRUE
colRoz,spinifex,6,qualitative,TRUE
colRoz,nq_stream,5,qualitative,TRUE
colRoz,kimberley,5,qualitative,TRUE
colRoz,capricorn,6,qualitative,TRUE
colRoz,p_cincta,6,qualitative,TRUE
colRoz,c_azureus,6,qualitative,TRUE
colRoz,m_cyaneus,5,qualitative,TRUE
colRoz,d_novae,6,qualitative,TRUE
colRoz,a_ramsayi,6,qualitative,TRUE
colRoz,n_violacea,6,divergent,TRUE
colRoz,xantho,6,qualitative,TRUE
colRoz,r_aculeatus,6,qualitative,TRUE
colRoz,p_mitchelli,5,qualitative,TRUE
colRoz,k_tristis,7,qualitative,TRUE
colRoz,m_oscellata,6,qualitative,TRUE
colRoz,a_conica,6,qualitative,TRUE
colRoz,v_viatica,5,qualitative,TRUE
colRoz,c_brevi,7,qualitative,TRUE
colRoz,a_westwoodi,6,qualitative,TRUE
colRoz,a_plagiata,6,sequential,TRUE
colRoz,physalia,6,qualitative,TRUE
colRoz,c_australasiae,6,qualitative,TRUE
colRoz,k_scurra,6,qualitative,TRUE
colRoz,l_vestiens,6,qualitative,TRUE
colRoz,t_australis,6,qualitative,TRUE
colRoz,p_breviceps,6,qualitative,TRUE
colRoz,thylacine,5,qualitative,TRUE
dichromat,BrowntoBlue_10,10,divergent,FALSE
dichromat,BrowntoBlue_12,12,divergent,FALSE
dichromat,BluetoDarkOrange_12,12,divergent,FALSE
dichromat,BluetoDarkOrange_18,18,divergent,FALSE
dichromat,DarkRedtoBlue_12,12,divergent,FALSE
dichromat,DarkRedtoBlue_18,18,divergent,FALSE
dichromat,BluetoGreen_14,14,divergent,FALSE
dichromat,BluetoGray_8,8,divergent,FALSE
dichromat,BluetoOrangeRed_14,14,divergent,FALSE
dichromat,BluetoOrange_10,10,divergent,FALSE
dichromat,BluetoOrange_12,12,divergent,FALSE
dichromat,BluetoOrange_8,8,divergent,FALSE
dichromat,LightBluetoDarkBlue_10,10,sequential,FALSE
dichromat,LightBluetoDarkBlue_7,7,sequential,FALSE
dichromat,Categorical_12,12,qualitative,FALSE
dichromat,GreentoMagenta_16,16,divergent,FALSE
dichromat,SteppedSequential_5,25,qualitative,FALSE
dutchmasters,milkmaid,13,qualitative,TRUE
dutchmasters,pearl_earring,11,qualitative,TRUE
dutchmasters,view_of_Delft,12,qualitative,TRUE
dutchmasters,little_street,11,qualitative,TRUE
dutchmasters,anatomy,7,qualitative,TRUE
dutchmasters,staalmeesters,7,qualitative,TRUE
DresdenColor,stormfront,6,qualitative,TRUE
DresdenColor,foolmoon,6,qualitative,TRUE
DresdenColor,graveperil,6,qualitative,TRUE
DresdenColor,summerknight,6,qualitative,TRUE
DresdenColor,deathmasks,6,qualitative,TRUE
DresdenColor,bloodrites,6,qualitative,TRUE
DresdenColor,deadbeat,6,qualitative,TRUE
DresdenColor,provenguilty,6,qualitative,TRUE
DresdenColor,whitenight,6,qualitative,TRUE
DresdenColor,smallfavor,6,qualitative,TRUE
DresdenColor,turncoat,6,qualitative,TRUE
DresdenColor,changes,6,qualitative,TRUE
DresdenColor,ghoststory,6,qualitative,TRUE
DresdenColor,colddays,6,qualitative,TRUE
DresdenColor,skingame,6,qualitative,TRUE
DresdenColor,sidejobs,6,qualitative,TRUE
DresdenColor,briefcases,6,qualitative,TRUE
DresdenColor,paired,12,qualitative,TRUE
feathers,spotted_pardalote,6,qualitative,TRUE
feathers,plains_wanderer,7,qualitative,TRUE
feathers,bee_eater,7,qualitative,TRUE
feathers,rose_crowned_fruit_dove,8,qualitative,TRUE
feathers,eastern_rosella,7,qualitative,TRUE
feathers,oriole,10,qualitative,TRUE
feathers,princess_parrot,8,qualitative,TRUE
feathers,superb_fairy_wren,5,qualitative,TRUE
feathers,cassowary,8,qualitative,TRUE
feathers,yellow_robin,7,qualitative,TRUE
feathers,blue_winged_kookaburra,11,qualitative,TRUE
feathers,galah,6,qualitative,TRUE
fishualize,Acanthisthius_brasilianus,5,qualitative,TRUE
fishualize,Acanthostracion_polygonius,5,sequential,TRUE
fishualize,Acanthostracion_polygonius_y,5,qualitative,TRUE
fishualize,Acanthurus_chirurgus,5,qualitative,TRUE
fishualize,Acanthurus_coeruleus,5,qualitative,TRUE
fishualize,Acanthurus_leucosternon,5,qualitative,TRUE
fishualize,Acanthurus_olivaceus,5,qualitative,TRUE
fishualize,Acanthurus_sohal,5,qualitative,TRUE
fishualize,Acanthurus_triostegus,5,sequential,TRUE
fishualize,Alosa_fallax,5,qualitative,TRUE
fishualize,Aluterus_scriptus,5,sequential,TRUE
fishualize,Anchoviella_lepidentostole,5,qualitative,TRUE
fishualize,Anisotremus_virginicus,5,qualitative,TRUE
fishualize,Antennarius_commerson,5,qualitative,TRUE
fishualize,Antennarius_multiocellatus,5,sequential,TRUE
fishualize,Atherinella_brasiliensis,5,qualitative,TRUE
fishualize,Aulostomus_chinensis,5,qualitative,TRUE
fishualize,Balistapus_undulatus,5,qualitative,TRUE
fishualize,Balistes_vetula,5,qualitative,TRUE
fishualize,Balistoides_conspicillum,5,qualitative,TRUE
fishualize,Barbus_barbus,5,qualitative,TRUE
fishualize,Bodianus_pulchellus,5,qualitative,TRUE
fishualize,Bodianus_rufus,5,qualitative,TRUE
fishualize,Bryaninops_natans,5,qualitative,TRUE
fishualize,Callanthias_australis,5,qualitative,TRUE
fishualize,Cantherhines_macrocerus,5,qualitative,TRUE
fishualize,Centropyge_loricula,5,qualitative,TRUE
fishualize,Cephalopholis_argus,5,qualitative,TRUE
fishualize,Cephalopholis_fulva,5,qualitative,TRUE
fishualize,Cetengraulis_edentulus,5,qualitative,TRUE
fishualize,Chaetodon_ephippium,5,qualitative,TRUE
fishualize,Chaetodon_larvatus,5,qualitative,TRUE
fishualize,Chaetodon_pelewensis,5,qualitative,TRUE
fishualize,Chaetodon_sedentarius,5,qualitative,TRUE
fishualize,Chaetodontoplus_conspicillatus,5,qualitative,TRUE
fishualize,Chlorurus_microrhinos,5,qualitative,TRUE
fishualize,Chlorurus_spilurus,5,qualitative,TRUE
fishualize,Chormis_multilineata,5,qualitative,TRUE
fishualize,Chromis_vanderbilti,5,qualitative,TRUE
fishualize,Cirrhilabrus_solorensis,5,qualitative,TRUE
fishualize,Cirrhilabrus_tonozukai,5,qualitative,TRUE
fishualize,Clepticus_brasiliensis,5,qualitative,TRUE
fishualize,Clepticus_parrae,5,qualitative,TRUE
fishualize,Coris_gaimard,5,qualitative,TRUE
fishualize,Coryphaena_hippurus,5,qualitative,TRUE
fishualize,Ctenochaetus_strigosus,5,qualitative,TRUE
fishualize,Dermatolepis_inermis,5,qualitative,TRUE
fishualize,Elacatinus_figaro,5,qualitative,TRUE
fishualize,Elagatis_bipinnulata,5,qualitative,TRUE
fishualize,Epibulus_insidiator,5,qualitative,TRUE
fishualize,Epinephelus_fasciatus,5,qualitative,TRUE
fishualize,Epinephelus_lanceolatus,5,qualitative,TRUE
fishualize,Epinephelus_marginatus,5,qualitative,TRUE
fishualize,Epinephelus_striatus,5,sequential,TRUE
fishualize,Esox_lucius,5,sequential,TRUE
fishualize,Etheostoma_barrenense,5,qualitative,TRUE
fishualize,Etheostoma_spectabile,5,qualitative,TRUE
fishualize,Exallias_brevis,5,qualitative,TRUE
fishualize,Forcipiger_longirostris,5,qualitative,TRUE
fishualize,Gadus_morhua,5,qualitative,TRUE
fishualize,Ginglymostoma_cirratum,5,qualitative,TRUE
fishualize,Gomphosus_varius,5,qualitative,TRUE
fishualize,Gramma_brasiliensis,5,qualitative,TRUE
fishualize,Gramma_loreto,5,qualitative,TRUE
fishualize,Gymnothorax_funebris,5,qualitative,TRUE
fishualize,Haemulon_squamipinna,5,qualitative,TRUE
fishualize,Halichoeres_bivittatus,5,qualitative,TRUE
fishualize,Halichoeres_brasiliensis,5,sequential,TRUE
fishualize,Halichoeres_dimidiatus,5,qualitative,TRUE
fishualize,Halichoeres_garnoti,5,qualitative,TRUE
fishualize,Halichoeres_radiatus,5,qualitative,TRUE
fishualize,Hamulon_plumieri,5,qualitative,TRUE
fishualize,Harengula_jaguana,5,qualitative,TRUE
fishualize,Hemitaurichthys_polylepis,5,qualitative,TRUE
fishualize,Heretopriacanthus_cruentatus,5,qualitative,TRUE
fishualize,Hexagrammos_lagocephalus,5,qualitative,TRUE
fishualize,Hippocampus_reidi,5,qualitative,TRUE
fishualize,Histiophryne_psychedelica,5,qualitative,TRUE
fishualize,Holacanthus_ciliaris,5,qualitative,TRUE
fishualize,Holocentrus_adscensionis,5,qualitative,TRUE
fishualize,Hypleurochilus_fissicornis,5,qualitative,TRUE
fishualize,Hypoplectrus_puella,5,qualitative,TRUE
fishualize,Hypsoblennius_invemar,5,qualitative,TRUE
fishualize,Hypsypops_rubicundus,5,qualitative,TRUE
fishualize,Koumansetta_rainfordi,5,qualitative,TRUE
fishualize,Labrisomus_cricota,5,qualitative,TRUE
fishualize,Labrisomus_nuchipinnis,5,qualitative,TRUE
fishualize,Lampris_guttatus,5,qualitative,TRUE
fishualize,Lepomis_megalotis,5,qualitative,TRUE
fishualize,Lile_piquitinga,5,qualitative,TRUE
fishualize,Lutjanus_jocu,5,qualitative,TRUE
fishualize,Lutjanus_sebae,5,qualitative,TRUE
fishualize,Lycengraulis_grossidens,5,qualitative,TRUE
fishualize,Melichthys_vidua,5,qualitative,TRUE
fishualize,Micropterus_punctulatus,5,qualitative,TRUE
fishualize,Minilabrus_striatus,5,qualitative,TRUE
fishualize,Mugil_liza,5,qualitative,TRUE
fishualize,Mycteroperca_bonaci,5,qualitative,TRUE
